timestamp,latitude,longitude,uuid,operator,Location,network_type*,wifi_connected_primary_freq_mhz
2025-11-08 20:21:41.915000-05:00,41.6988314,-86.2333993,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:21:42.793000-05:00,41.6979462,-86.2344895,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:21:46.910000-05:00,41.6988278,-86.2333919,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:21:47.812000-05:00,41.6979449,-86.2344891,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:21:51.911000-05:00,41.6988294,-86.2333925,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:21:52.801000-05:00,41.6979421,-86.2344936,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:21:56.921000-05:00,41.6988321,-86.2333913,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:21:57.800000-05:00,41.6979383,-86.2344986,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:22:01.919000-05:00,41.6988335,-86.233389,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:22:02.803000-05:00,41.6979393,-86.2345008,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:22:06.907000-05:00,41.6988335,-86.2333883,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:22:07.800000-05:00,41.6979392,-86.2345005,a0654bd3,AT&T,Bowl,NR-NSA,
2025-11-08 20:22:11.907000-05:00,41.6988357,-86.2333796,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:22:12.798000-05:00,41.6979367,-86.2344934,a0654bd3,AT&T,Bowl,NR-NSA,
