Time,Latitude,Longitude,Unit,Operator,Browsing Duration,Download Duration,IP Throughput,Access Duration,Time To First Byte,Kbytes In First Second,Round Trip Time (RTT),Size Of Webpage,Number of Redirections,Browser,Page Complete Criterion,Number of Resources,Number of Resources not loaded,Number of Images,APN,Primary DNS,IP,Resolved Target IP,Host,Protocol,Operation,AP Type,AP Profile Name,Test Name,Direction,Test Status,Location,uuid,Data Technology Reporting,operator,network_type*,wifi_connected_primary_freq_mhz,Location_sigcap
2025-11-08 20:45:54.033000-05:00,41.697942,-86.234831,QualiPoc_361786,AT&T,7.24,1.689,5139.874481941975,312.0,5497.0,630.4120501189766,27.0,1085.156,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,5,enhancedphone,,10.4.148.124,23.193.194.19,espn.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,AT&T,NR-NSA,,Bowl
2025-11-08 20:45:55.701000-05:00,41.698829,-86.23449,QualiPoc_619529,T-Mobile,6.424,2.177,8740.02388608176,498.0,637.0,401.631634478212,55.0,2378.379,2,Android 14 - WebView 117.0.5938.60,Page download completed,97,0,3,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2607:7700:0000:003A:0000:0001:1736:4EAB,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:45:59.658000-05:00,41.698827,-86.234487,QualiPoc_619529,T-Mobile,2.686,2.125,4093.696,321.0,433.0,472.3764874332744,61.0,1087.388,3,Android 14 - WebView 117.0.5938.60,Page download completed,28,1,2,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2607:F8B0:4009:081C:0000:0000:0000:200E,youtube.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:46:00.759000-05:00,41.697943,-86.234828,QualiPoc_361786,AT&T,5.567,0.932,31607.7253218884,395.0,742.0,745.1297334749278,164.0,3682.3,1,Android 14 - WebView 117.0.5938.60,Page download completed,141,0,6,enhancedphone,,10.4.148.124,69.147.65.251,sports.yahoo.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,AT&T,NR-NSA,,Bowl
2025-11-08 20:46:03.135000-05:00,41.698823,-86.234487,QualiPoc_619529,T-Mobile,2.254,1.839,4653.337683523656,267.0,393.0,595.5617071693272,58.0,1069.686,2,Android 14 - WebView 117.0.5938.60,Page download completed,55,0,11,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2A03:2880:F357:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:46:06.209000-05:00,41.698822,-86.234486,QualiPoc_619529,T-Mobile,1.785,1.134,5564.678064058872,480.0,574.0,679.2818907076719,56.0,788.793,2,Android 14 - WebView 117.0.5938.60,Page download completed,31,0,3,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2607:F8B0:4009:0808:0000:0000:0000:2004,google.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:46:07.582000-05:00,41.697943,-86.234827,QualiPoc_361786,AT&T,5.673,0.586,75680.06825938568,396.0,523.0,1047.9360618103906,173.0,5543.565,2,Android 14 - WebView 117.0.5938.60,Page download completed,352,1,28,enhancedphone,,10.4.148.124,146.75.78.132,foxsports.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,AT&T,NR-NSA,,Bowl
2025-11-08 20:46:15.725000-05:00,41.697937,-86.234814,QualiPoc_361786,AT&T,6.99,0.378,103849.4391534392,1005.0,1264.0,843.344044240584,261.0,4906.886,1,Android 14 - WebView 117.0.5938.60,Page download completed,62,0,11,enhancedphone,,10.4.148.124,151.101.1.91,bleacherreport.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,AT&T,NR-NSA,,Bowl
2025-11-08 20:47:31.374000-05:00,41.697927,-86.233387,QualiPoc_396840,Verizon,5.891,1.416,18436.58192090392,310.0,575.0,596.8893036500283,30.0,3263.275,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,VZWINTERNET,,10.12.105.30,57.144.204.192,instagram.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:47:34.360000-05:00,41.697927,-86.233387,QualiPoc_396840,Verizon,1.827,1.275,7979.658039215687,163.0,287.0,1111.863179834375,73.0,1271.758,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,VZWINTERNET,,10.12.105.30,199.232.72.159,x.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:47:37.550000-05:00,41.698828,-86.234482,QualiPoc_619529,T-Mobile,,,,236.0,390.0,34.92588727149863,67.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,67,0,14,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2607:7700:0000:003A:0000:0001:924B:4E85,247sports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Failed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:47:39.182000-05:00,41.697927,-86.233387,QualiPoc_396840,Verizon,3.574,0.452,54915.309734513285,649.0,822.0,1120.5603244036622,112.0,3102.715,2,Android 14 - WebView 117.0.5938.60,Page download completed,122,0,6,VZWINTERNET,,10.12.105.30,23.220.206.137,tiktok.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:47:42.472000-05:00,41.697927,-86.233387,QualiPoc_396840,Verizon,2.109,1.359,7011.785136129504,327.0,475.0,730.2008543236035,210.0,1191.127,2,Android 14 - WebView 117.0.5938.60,Page download completed,20,0,0,VZWINTERNET,,10.12.105.30,142.251.34.238,youtube.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:47:44.040000-05:00,41.698828,-86.234481,QualiPoc_619529,T-Mobile,5.211,0.575,80716.93913043439,287.0,474.0,1215.2631146771778,60.0,5801.53,1,Android 14 - WebView 117.0.5938.60,Page download completed,249,2,52,fast.t-mobile.com,,192.0.0.2,192.0.0.30,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:47:46.816000-05:00,41.698828,-86.23448,QualiPoc_619529,T-Mobile,1.483,0.505,24286.76435643568,361.0,596.0,1703.2649850682617,40.0,1533.102,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,5,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2600:1407:3C00:0015:0000:0000:B819:772F,espn.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:47:47.694000-05:00,41.697927,-86.233387,QualiPoc_396840,Verizon,3.978,2.934,3337.559645535104,323.0,409.0,334.6476282544795,55.0,1224.05,2,Android 14 - WebView 117.0.5938.60,Page download completed,55,0,11,VZWINTERNET,,10.12.105.30,57.144.204.6,facebook.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:47:51.220000-05:00,41.697927,-86.233387,QualiPoc_396840,Verizon,2.36,1.539,4743.951973711568,469.0,786.0,579.0958516081874,26.0,912.618,2,Android 14 - WebView 117.0.5938.60,Page download completed,19,0,2,VZWINTERNET,,10.12.105.30,142.250.191.196,google.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:47:54.747000-05:00,41.697931,-86.234827,QualiPoc_361786,AT&T,11.017,3.225,7295.464186046512,434.0,775.0,280.2824912169414,121.0,2940.984,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,enhancedphone,,10.12.22.147,57.144.204.192,instagram.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:47:56.890000-05:00,41.698823,-86.234476,QualiPoc_619529,T-Mobile,8.887,0.819,71480.88888888888,354.0,504.0,851.5662237845567,78.0,7317.856,1,Android 14 - WebView 117.0.5938.60,Page download completed,829,4,51,fast.t-mobile.com,,192.0.0.2,192.0.0.30,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:47:58.559000-05:00,41.697931,-86.234827,QualiPoc_361786,AT&T,2.644,1.834,5532.370774263904,170.0,327.0,645.4248632100049,16.0,1268.296,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,enhancedphone,,10.12.22.147,199.232.72.159,x.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:48:00.140000-05:00,41.697925,-86.233388,QualiPoc_396840,Verizon,7.656,1.779,17125.5042158516,175.0,424.0,517.0342477061035,20.0,3808.284,1,Android 14 - WebView 117.0.5938.60,Page download completed,108,0,13,VZWINTERNET,,10.12.105.30,146.75.82.133,247sports.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:48:01.375000-05:00,41.698822,-86.234479,QualiPoc_619529,T-Mobile,3.184,0.235,206797.7531914896,268.0,416.0,2160.3454456482127,36.0,6074.684,2,Android 14 - WebView 117.0.5938.60,Page download completed,352,1,36,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2607:7700:0000:003A:0000:0001:924B:4E84,foxsports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:48:04.005000-05:00,41.697932,-86.234826,QualiPoc_361786,AT&T,4.31,1.614,9374.52292441144,596.0,784.0,522.6322642543857,111.0,1891.31,2,Android 14 - WebView 117.0.5938.60,Page download completed,83,0,1,enhancedphone,,10.12.22.147,23.220.206.138,tiktok.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:48:05.199000-05:00,41.698821,-86.234486,QualiPoc_619529,T-Mobile,2.538,0.117,405616.683760684,297.0,404.0,2710.860727655596,55.0,5932.144,1,Android 14 - WebView 117.0.5938.60,Page download completed,81,0,15,fast.t-mobile.com,,2607:FB90:BB86:4F9E:D8D4:1531:1AEF:1BB8,2607:7700:0000:003A:0000:0001:4B02:1DF9,bleacherreport.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,5G NR,T-Mobile,NR,,Bowl
2025-11-08 20:48:07.851000-05:00,41.697936,-86.234824,QualiPoc_361786,AT&T,2.666,1.815,3428.882603302408,417.0,552.0,418.5638343663916,240.0,777.926,2,Android 14 - WebView 117.0.5938.60,Page download completed,19,0,0,enhancedphone,,10.12.22.147,184.25.59.71,youtube.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:48:17.020000-05:00,41.697921,-86.233392,QualiPoc_396840,Verizon,15.713,2.264,21870.31448763248,,,,91.0,6189.299,1,Android 14 - WebView 117.0.5938.60,Page download completed,240,0,47,VZWINTERNET,,10.12.105.30,23.197.14.4,ncaa.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:48:20.480000-05:00,41.697919,-86.233398,QualiPoc_396840,Verizon,2.328,1.243,8285.09090909088,592.0,685.0,767.0073215375224,167.0,1287.296,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,5,VZWINTERNET,,10.12.105.30,23.32.45.70,espn.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:48:24.865000-05:00,41.697935,-86.234823,QualiPoc_361786,AT&T,15.785,7.87,1936.90165184244,418.0,509.0,122.20191467048632,109.0,1905.427,2,Android 14 - WebView 117.0.5938.60,Page download completed,55,0,11,enhancedphone,,10.12.22.147,57.144.204.6,facebook.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:48:25.129000-05:00,41.697919,-86.233398,QualiPoc_396840,Verizon,3.499,1.153,17111.85429314832,232.0,360.0,800.1472954734219,92.0,2466.246,1,Android 14 - WebView 117.0.5938.60,Page download completed,93,0,2,VZWINTERNET,,10.12.105.30,69.147.65.251,sports.yahoo.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:48:28.740000-05:00,41.697935,-86.234822,QualiPoc_361786,AT&T,2.659,1.865,3457.497345549432,634.0,760.0,422.0587927278818,68.0,806.031,2,Android 14 - WebView 117.0.5938.60,Page download completed,19,0,2,enhancedphone,,10.12.22.147,142.250.191.196,google.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:48:30.291000-05:00,41.697913,-86.233376,QualiPoc_396840,Verizon,4.029,0.333,163524.6366366368,218.0,418.0,1939.6500332834864,64.0,6806.713,2,Android 14 - WebView 117.0.5938.60,Page download completed,373,1,26,VZWINTERNET,,10.12.105.30,146.75.82.132,foxsports.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:48:33.925000-05:00,41.697916,-86.23338,QualiPoc_396840,Verizon,2.373,0.357,107400.8067226888,107.0,213.0,2219.265369399004,18.0,4792.761,1,Android 14 - WebView 117.0.5938.60,Page download completed,64,0,11,VZWINTERNET,,10.12.105.30,23.61.108.204,bleacherreport.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6215.0,Bowl
2025-11-08 20:48:38.874000-05:00,41.697955,-86.234788,QualiPoc_361786,AT&T,8.987,1.942,15352.22245108136,438.0,534.0,439.1175494691123,113.0,3726.752,1,Android 14 - WebView 117.0.5938.60,Page download completed,117,0,13,enhancedphone,,10.12.22.147,146.75.82.133,247sports.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:48:48.689000-05:00,41.697954,-86.234787,QualiPoc_361786,AT&T,8.55,0.981,46446.9480122324,493.0,628.0,703.9700522481328,100.0,5695.557,1,Android 14 - WebView 117.0.5938.60,Page download completed,247,1,51,enhancedphone,,10.12.22.147,2.16.234.41,ncaa.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:48:52.498000-05:00,41.697954,-86.234789,QualiPoc_361786,AT&T,2.638,1.344,8058.309523809519,551.0,746.0,713.8587506749462,172.0,1353.796,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,5,enhancedphone,,10.12.22.147,23.32.45.70,espn.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:49:01.240000-05:00,41.697958,-86.23479,QualiPoc_361786,AT&T,7.493,1.646,17901.6281895504,391.0,479.0,512.019016903915,56.0,3683.26,1,Android 14 - WebView 117.0.5938.60,Page download completed,145,0,6,enhancedphone,,10.12.22.147,69.147.65.252,sports.yahoo.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:49:06.329000-05:00,41.697959,-86.234797,QualiPoc_361786,AT&T,3.945,0.559,64412.37924865832,296.0,394.0,1248.6724853515625,171.0,4500.815,2,Android 14 - WebView 117.0.5938.60,Page download completed,339,1,36,enhancedphone,,10.12.22.147,23.213.53.134,foxsports.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:49:15.427000-05:00,41.69796,-86.234798,QualiPoc_361786,AT&T,7.828,1.12,33924.73571428568,477.0,633.0,655.0130576101543,55.0,4749.463,1,Android 14 - WebView 117.0.5938.60,Page download completed,62,0,11,enhancedphone,,10.12.22.147,151.101.1.91,bleacherreport.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:49:40.065000-05:00,41.69883,-86.234492,QualiPoc_619529,T-Mobile,4.946,1.14,23604.22456140352,302.0,411.0,735.9999054727764,61.0,3363.602,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,5,fast.t-mobile.com,,10.12.241.207,57.144.204.192,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:49:44.056000-05:00,41.69883,-86.234492,QualiPoc_619529,T-Mobile,2.854,1.049,11138.12011439464,768.0,1037.0,866.4980919653701,149.0,1460.486,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,fast.t-mobile.com,,10.12.241.207,199.232.72.159,x.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:49:51.004000-05:00,41.698831,-86.234493,QualiPoc_619529,T-Mobile,5.686,,,1687.0,1969.0,883.28860069821,105.0,3335.75,2,Android 14 - WebView 117.0.5938.60,Page download completed,120,0,5,fast.t-mobile.com,,10.12.241.207,23.220.206.136,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:49:51.872000-05:00,41.697956,-86.2348,QualiPoc_361786,AT&T,4.439,1.187,21120.4380791912,167.0,316.0,740.9922158746973,23.0,3133.745,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,6,enhancedphone,,10.12.22.147,57.144.204.192,instagram.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:49:56.335000-05:00,41.698831,-86.234492,QualiPoc_619529,T-Mobile,4.033,3.242,2509.660703269584,581.0,812.0,308.54399658279004,165.0,1017.04,2,Android 14 - WebView 117.0.5938.60,Page download completed,20,0,0,fast.t-mobile.com,,10.12.241.207,23.209.94.91,youtube.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:49:57.592000-05:00,41.697956,-86.2348,QualiPoc_361786,AT&T,4.48,2.244,5960.67379679144,247.0,585.0,467.1766027360517,19.0,1671.969,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,enhancedphone,,10.12.22.147,199.232.72.159,x.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:50:01.715000-05:00,41.698831,-86.234492,QualiPoc_619529,T-Mobile,4.15,3.082,2885.129136924072,577.0,774.0,328.2265837617178,21.0,1111.496,2,Android 14 - WebView 117.0.5938.60,Page download completed,55,0,11,fast.t-mobile.com,,10.12.241.207,57.144.204.6,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:50:04.812000-05:00,41.697955,-86.2348,QualiPoc_361786,AT&T,,,,1093.0,1454.0,0.0,139.0,,2,Android 14 - WebView 117.0.5938.60,Page download completed,160,0,9,enhancedphone,,10.12.22.147,23.209.94.74,tiktok.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,System Release,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:50:05.764000-05:00,41.698831,-86.234492,QualiPoc_619529,T-Mobile,2.918,1.616,3570.1838114724883,677.0,1250.0,435.81337503867576,68.0,721.177,2,Android 14 - WebView 117.0.5938.60,Page download completed,19,0,2,fast.t-mobile.com,,10.12.241.207,142.250.191.132,google.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:50:33.336000-05:00,41.697951,-86.234798,QualiPoc_361786,AT&T,3.112,0.531,51944.90395480224,304.0,577.0,1359.868408597539,43.0,3447.843,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,enhancedphone,,10.12.22.147,57.144.204.192,instagram.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,Wi-Fi 6,LTE,6215.0,Bowl
2025-11-08 20:51:37.112000-05:00,41.698836,-86.23449,QualiPoc_619529,T-Mobile,,,,341.0,676.0,47.2009345249044,102.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,80,0,14,fast.t-mobile.com,,10.12.241.207,146.75.82.133,247sports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Failed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:51:57.978000-05:00,41.698835,-86.23449,QualiPoc_619529,T-Mobile,19.621,2.256,20630.25177304968,1065.0,1370.0,311.7354145233193,249.0,5817.731,1,Android 14 - WebView 117.0.5938.60,Page download completed,241,0,51,fast.t-mobile.com,,10.12.241.207,2.16.234.41,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:52:02.352000-05:00,41.698835,-86.234489,QualiPoc_619529,T-Mobile,3.14,1.916,3714.881764967552,941.0,1162.0,453.4761751370039,275.0,889.713,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,4,fast.t-mobile.com,,10.12.241.207,23.32.45.79,espn.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:52:10.537000-05:00,41.698834,-86.234489,QualiPoc_619529,T-Mobile,6.923,1.799,11481.21845469704,629.0,1334.0,453.6392854331592,39.0,2581.839,1,Android 14 - WebView 117.0.5938.60,Page download completed,133,0,7,fast.t-mobile.com,,10.12.241.207,69.147.65.252,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:52:16.784000-05:00,41.698835,-86.234489,QualiPoc_619529,T-Mobile,4.947,0.341,123616.9384164224,575.0,767.0,1233.0878939012696,129.0,5269.172,2,Android 14 - WebView 117.0.5938.60,Page download completed,348,1,38,fast.t-mobile.com,,10.12.241.207,23.213.53.134,foxsports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:52:24.398000-05:00,41.698835,-86.234489,QualiPoc_619529,T-Mobile,6.425,0.667,66405.16941529232,457.0,568.0,935.7508748161132,71.0,5536.531,1,Android 14 - WebView 117.0.5938.60,Page download completed,68,0,12,fast.t-mobile.com,,10.12.241.207,151.101.193.91,bleacherreport.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:56:20.094000-05:00,41.698846,-86.234511,QualiPoc_361786,AT&T,19.976,7.782,2445.163711128248,484.0,827.0,125.95771014654883,76.0,2378.533,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,6,enhancedphone,,10.4.148.124,57.144.180.192,instagram.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,AT&T,NR-NSA,,Bowl
2025-11-08 20:56:40.904000-05:00,41.698844,-86.234508,QualiPoc_361786,AT&T,19.634,3.984,3847.108433734936,3509.0,8854.0,181.6463137135918,1505.0,1915.86,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,enhancedphone,,10.4.148.124,151.101.44.159,x.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,AT&T,NR-NSA,,Bowl
2025-11-08 20:56:52.672000-05:00,41.698857,-86.234527,QualiPoc_361786,AT&T,10.638,5.213,2616.405140993672,923.0,1192.0,198.5636320438281,82.0,1704.915,2,Android 14 - WebView 117.0.5938.60,Page download completed,74,0,1,enhancedphone,,10.4.148.124,23.54.78.181,tiktok.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,NaN,AT&T,NR-NSA,,Bowl
2025-11-08 20:57:07.979000-05:00,41.699017,-86.234871,QualiPoc_619529,T-Mobile,1.931,0.212,140130.45283018882,240.0,480.0,2599.586273521504,42.0,3713.457,2,Android 14 - WebView 117.0.5938.60,Page download completed,37,0,5,fast.t-mobile.com,,2607:FB90:BBA9:8C1D:C10B:FE75:E42A:D80D,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Concourse,64957d65,NaN,T-Mobile,NR-NSA,,Concourse
